Date,CaloriesBurned,AvgTemp,AvgWindSpeed,TotalRain
2022-02-11,2.677,6.6691666666666665,1.84375,0.0
2022-03-01,408.3569999999996,3.734166666666667,4.0304166666666665,1.71
2022-03-02,167.535,3.8083333333333336,5.078333333333333,0.55
2022-03-03,177.08700000000007,3.8912,3.6212,2.89
2022-03-04,271.1389999999999,6.7075,1.62875,0.0
2022-03-05,172.97199999999995,7.243749999999999,3.3225,0.12
2022-03-06,175.69100000000006,6.958333333333333,7.824166666666667,3.68
2022-03-07,163.9050000000001,5.671666666666667,3.912083333333333,2.79
2022-03-08,186.468,4.1066666666666665,4.265833333333333,3.5500000000000003
2022-03-09,51.885,3.4333333333333336,5.852083333333333,0.95
2022-04-16,185.2880000000001,14.409166666666666,2.1925,0.0
2022-04-17,306.5689999999995,11.284999999999998,7.116666666666667,13.52
2022-04-18,143.93900000000005,8.075135135135135,6.937567567567568,14.46
2022-04-19,506.18100000000055,6.695416666666667,4.3933333333333335,7.15
2022-04-20,482.191,10.799166666666666,2.2695833333333333,0.0
2022-04-21,442.7279999999995,11.346666666666666,1.7358333333333331,2.56
2022-04-22,143.54299999999992,15.780416666666667,2.5383333333333336,0.0
2022-04-23,297.3630000000003,17.355416666666667,2.2775000000000003,0.0
2022-04-24,229.80100000000004,17.626250000000002,3.6845833333333338,0.0
2022-04-25,464.4459999999996,15.5375,2.5875,0.0
2022-04-26,15.832,18.48875,3.639583333333333,0.0
2022-06-12,145.753,20.524166666666662,2.9075,12.46
2022-06-13,18.54699999999999,21.33875,3.067083333333333,0.0
2022-06-14,72.41699999999999,22.57375,3.4945833333333334,0.0
2022-06-20,299.63600000000025,21.2375,4.8654166666666665,0.56
2022-06-21,376.0350000000002,22.609583333333333,3.637083333333333,0.48
2022-06-22,166.1250000000001,25.045416666666668,3.6320833333333336,0.0
2022-06-23,198.32,23.19541666666667,3.52,0.0
2022-06-24,157.71800000000005,22.567083333333333,2.9995833333333333,1.66
2022-06-25,149.21599999999998,22.95458333333333,3.9,0.34
2022-06-26,27.211,21.98375,3.729583333333333,0.0
2022-06-27,506.4339999999999,22.195,3.387083333333333,4.82
2022-06-28,275.61999999999995,23.06625,5.1450000000000005,3.45
2022-06-29,227.19700000000012,22.74791666666667,4.951666666666667,1.04
2022-06-30,357.1820000000004,22.645416666666662,5.38,0.0
2022-07-02,119.38299999999995,24.4625,6.34375,0.0
2022-07-03,564.1940000000001,23.349166666666665,8.080833333333333,0.0
2022-07-04,257.6919999999999,22.35625,7.202083333333333,0.0
2022-07-05,161.7229999999999,23.067083333333333,6.81625,0.0
2022-07-06,121.70900000000007,23.736666666666668,4.9783333333333335,0.0
2022-07-07,336.0569999999996,24.375416666666663,3.8166666666666655,0.0
2022-07-08,257.725,24.23333333333333,5.400833333333334,0.49
2022-07-09,282.986,23.54692307692308,5.292692307692307,4.58
2022-07-10,282.1980000000001,20.624285714285715,2.8810714285714285,11.77
2022-07-11,348.87100000000027,22.12291666666667,3.644166666666667,0.0
2022-07-12,137.61500000000012,22.38125,5.4025,0.0
2022-07-13,219.65399999999988,22.32375,4.565416666666667,0.11
2022-07-14,629.2860000000006,23.079166666666666,6.344166666666666,0.0
2022-07-15,131.99300000000008,23.41208333333333,6.302916666666667,0.0
2022-07-16,244.3710000000001,24.01083333333333,5.1875,0.0
2022-07-17,225.6710000000002,24.58875,5.6375,0.0
2022-07-18,322.89600000000013,23.34958333333333,7.781666666666666,0.0
2022-07-19,12.956,22.18125,7.0575,0.0
2022-07-21,146.90800000000002,23.425416666666667,3.28875,0.0
2022-07-22,322.1919999999999,23.749166666666667,3.60375,0.0
2022-07-23,179.23399999999984,25.17458333333333,3.470833333333333,0.0
2022-07-24,299.41200000000003,25.2125,4.169583333333333,0.0
2022-07-25,363.0930000000004,25.00625,5.745,0.0
2022-08-01,308.4139999999999,25.792916666666667,4.35625,0.28
2022-08-02,372.1120000000007,24.655,5.4679166666666665,0.0
2022-08-03,234.74600000000004,24.72458333333333,5.7870833333333325,0.0
2022-08-04,737.3339999999997,25.276666666666667,6.967083333333334,0.0
2022-08-05,137.53,25.30208333333333,6.345416666666666,0.0
2022-08-06,196.462,25.68541666666667,6.666666666666667,0.0
2022-08-07,167.72699999999983,26.305833333333336,6.623333333333334,0.0
2022-08-08,344.6530000000001,26.86791666666667,7.459583333333334,0.11
2022-08-09,231.4419999999999,27.01875,6.430416666666667,0.0
2022-08-10,382.4379999999999,25.559583333333336,5.251666666666667,0.33
2022-08-11,182.56199999999995,23.645416666666662,5.6570833333333335,4.11
2022-08-12,384.49600000000015,24.095416666666665,4.609166666666667,0.33
2022-08-22,330.4720000000003,26.66125,5.641666666666667,0.0
2022-08-23,407.23000000000025,26.986666666666668,5.036666666666666,0.0
2022-08-24,264.72399999999976,26.265416666666667,6.114999999999999,1.81
2022-08-25,442.8050000000004,22.97,1.9128,6.59
2022-08-26,192.6740000000001,24.4108,2.4688,0.22
2022-08-27,552.5569999999998,24.990416666666665,2.935833333333333,1.94
2022-08-28,152.06600000000003,25.655,4.164166666666667,0.0
2022-08-29,311.16899999999976,26.49833333333333,6.495416666666666,0.0
2022-08-30,476.04599999999954,27.054166666666664,5.572916666666667,0.0
2022-08-31,365.021,24.8475,3.429583333333333,1.99
2022-09-01,259.85299999999984,25.099166666666665,3.772083333333333,1.7000000000000002
2022-09-02,450.8180000000004,26.18166666666667,3.45375,0.9
2022-09-03,321.1910000000008,24.2264,4.3832,0.74
2022-09-04,0.354,22.3,5.915,0.73
2022-09-06,199.865,19.561666666666667,5.962083333333333,0.91
2022-09-07,430.86800000000073,20.901666666666667,7.287916666666667,0.0
2022-09-08,195.42899999999992,21.01375,5.72375,0.0
2022-09-09,614.4350000000006,21.56875,3.869583333333333,0.0
2022-09-10,420.5459999999993,23.13416666666667,1.7591666666666663,0.0
2022-09-11,452.9079999999996,23.67458333333333,3.517916666666667,0.0
2022-09-12,385.9200000000002,20.085,3.5379166666666664,4.680000000000001
2022-09-13,338.6060000000002,18.8775,3.322083333333333,2.08
2022-09-14,494.4900000000001,20.52375,2.07875,0.0
2022-09-15,505.1839999999996,23.219583333333333,2.6670833333333337,0.0
2022-09-16,329.62199999999984,25.982083333333332,3.293333333333333,0.0
