"Date,CaloriesBurned"
"2022-12-24,332.4880000000001"
"2022-12-25,263.9269999999996"
"2022-12-26,654.2009999999998"
"2022-12-27,622.9359999999997"
"2022-12-28,577.6769999999998"
"2022-12-29,386.57400000000007"
"2022-12-30,257.2440000000001"
"2022-12-31,601.886999999999"
"2023-01-01,447.80999999999943"
"2023-01-02,419.16499999999974"
"2023-01-03,507.9239999999987"
"2023-01-04,284.0899999999994"
"2023-01-05,331.7539999999994"
"2023-01-06,140.99000000000007"
"2023-01-07,319.2669999999997"
"2023-01-08,315.34499999999963"
"2023-01-09,617.0239999999998"
"2023-01-10,443.55100000000016"
"2023-01-11,519.2190000000006"
"2023-01-12,287.00299999999953"
"2023-01-13,359.5149999999998"
"2023-01-14,367.5730000000002"
"2023-01-15,371.31099999999975"
"2023-01-16,344.154"
"2023-01-17,370.2450000000001"
"2023-01-18,431.2099999999992"
"2023-01-19,258.3939999999996"
"2023-01-20,240.58600000000007"
"2023-01-21,608.294999999999"
"2023-01-22,77.74999999999994"
"2023-01-23,88.72999999999993"
"2023-01-24,343.689"
"2023-01-25,526.1089999999996"
"2023-01-26,306.73499999999956"
"2023-01-27,82.98799999999997"
"2023-01-28,533.6599999999996"
"2023-01-29,620.3380000000001"
"2023-01-30,507.8929999999998"
"2023-01-31,427.60799999999983"
"2023-02-01,334.01199999999926"
"2023-02-02,560.2749999999997"
"2023-02-03,765.0049999999998"
"2023-02-04,433.9710000000004"
"2023-02-05,288.09700000000004"
"2023-02-06,314.95299999999946"
"2023-02-07,326.1229999999997"
"2023-02-08,14.484000000000002"
"2023-02-09,341.1489999999999"
"2023-02-10,379.61500000000024"
"2023-02-11,528.409"
"2023-02-12,356.4850000000004"
"2023-02-13,268.2279999999999"
"2023-02-14,787.5749999999988"
"2023-02-15,758.0629999999998"
"2023-02-16,107.13900000000001"
"2023-02-17,248.9559999999998"
"2023-02-18,442.30300000000057"
"2023-02-19,190.03299999999973"
"2023-02-20,341.8739999999999"
"2023-02-21,336.06199999999967"
"2023-02-22,542.8610000000002"
"2023-02-23,409.94100000000003"
"2023-02-24,395.725"
"2023-02-25,406.682"
"2023-02-26,393.48499999999984"
"2023-02-27,455.64299999999963"
"2023-02-28,343.1479999999999"
"2023-03-01,611.7509999999987"
"2023-03-02,450.057999999999"
"2023-03-03,425.25800000000015"
"2023-03-04,321.65900000000045"
"2023-03-05,482.0580000000003"
"2023-03-06,381.1049999999997"
"2023-03-07,384.3880000000003"
"2023-03-08,365.82399999999996"
"2023-03-09,392.79600000000016"
"2023-03-10,554.3239999999995"
"2023-03-11,361.5640000000005"
"2023-03-12,398.9720000000006"
"2023-03-13,295.6499999999999"
"2023-03-14,229.09899999999993"
"2023-03-15,357.06399999999996"
"2023-03-16,310.7539999999995"
"2023-03-17,476.6170000000006"
"2023-03-18,402.7349999999996"
"2023-03-19,362.2510000000003"
"2023-03-20,307.4379999999998"
"2023-03-21,419.26999999999947"
"2023-03-22,193.15599999999998"
"2023-03-23,490.7760000000001"
"2023-03-24,590.8729999999997"
"2023-03-25,247.52999999999983"
"2023-03-26,503.1540000000004"
"2023-03-27,572.4499999999983"
"2023-03-28,402.7389999999997"
"2023-03-29,502.5679999999997"
"2023-03-30,462.8670000000006"
"2023-03-31,433.97300000000007"
"2023-04-01,375.4410000000003"
"2023-04-02,354.8519999999999"
"2023-04-03,431.16500000000036"
"2023-04-04,633.7499999999995"
"2023-04-05,336.40699999999987"
"2023-04-06,280.02899999999994"
"2023-04-07,370.5439999999995"
"2023-04-08,308.0499999999999"
"2023-04-09,331.6040000000002"
"2023-04-10,366.9410000000001"
"2023-04-11,389.32700000000017"
"2023-04-12,203.05599999999995"
"2023-04-13,393.26100000000014"
"2023-04-14,213.7289999999999"
"2023-04-15,361.33"
"2023-04-16,218.81900000000005"
"2023-04-17,262.0759999999997"
"2023-04-18,300.099"
"2023-04-19,320.43299999999965"
"2023-04-20,300.5180000000001"
"2023-04-21,341.203"
"2023-04-22,301.69400000000013"
"2023-04-23,276.79099999999966"
"2023-04-24,494.0869999999997"
"2023-04-25,390.75799999999975"
"2023-04-26,219.14099999999968"
"2023-04-27,417.5330000000001"
"2023-04-28,266.088"
"2023-04-29,330.2449999999993"
"2023-04-30,348.87400000000014"
"2023-05-01,427.99500000000023"
"2023-05-02,422.56399999999957"
"2023-05-03,420.4459999999994"
"2023-05-04,276.2199999999997"
"2023-05-05,358.8839999999993"
"2023-05-06,290.1949999999998"
"2023-05-07,394.6109999999999"
"2023-05-08,335.45199999999994"
"2023-05-09,442.533"
"2023-05-10,394.5469999999994"
"2023-05-11,514.3690000000001"
"2023-05-12,483.2510000000002"
"2023-05-13,362.9710000000001"
"2023-05-14,586.2029999999995"
"2023-05-15,358.16700000000014"
"2023-05-16,382.6110000000002"
"2023-05-17,397.25399999999956"
"2023-05-18,407.3079999999991"
"2023-05-19,383.18299999999965"
"2023-05-20,430.90799999999945"
"2023-05-21,350.3839999999998"
"2023-05-22,372.9369999999992"
"2023-05-23,172.25399999999993"
"2023-05-24,464.943"
"2023-05-25,579.3339999999994"
"2023-05-26,355.4449999999995"
"2023-05-27,662.1470000000003"
"2023-05-28,405.3260000000003"
"2023-05-29,413.4150000000002"
"2023-05-30,337.6049999999994"
"2023-05-31,333.2230000000004"
"2023-06-01,252.02099999999982"
"2023-06-02,337.8999999999999"
"2023-06-03,291.08299999999997"
"2023-06-04,361.55099999999993"
"2023-06-05,381.24600000000015"
"2023-06-06,370.3279999999998"
"2023-06-07,388.42999999999955"
"2023-06-08,330.79500000000013"
"2023-06-09,466.11099999999976"
"2023-06-10,456.3319999999995"
"2023-06-11,521.3150000000002"
"2023-06-12,290.1589999999996"
"2023-06-13,332.70499999999925"
"2023-06-14,320.1849999999998"
"2023-06-15,6.119999999999999"
"2023-06-18,115.83100000000006"
"2023-06-19,191.4229999999998"
"2023-06-20,39.36999999999999"
"2023-06-21,407.5450000000001"
"2023-06-22,173.89499999999998"
"2023-06-23,145.75699999999992"
"2023-06-24,22.448"
"2023-06-25,347.74199999999996"
"2023-06-26,303.16500000000013"
"2023-06-27,507.28600000000023"
"2023-06-28,216.0970000000001"
"2023-06-29,267.9289999999995"
"2023-06-30,48.046"
"2023-07-01,473.08599999999933"
"2023-07-02,396.7819999999997"
"2023-07-03,372.292"
"2023-07-04,5.241"
"2023-07-05,126.88899999999992"
"2023-07-07,76.23999999999998"
"2023-07-08,93.41799999999995"
"2023-07-09,302.70000000000005"
"2023-07-10,249.56799999999998"
"2023-07-11,499.2790000000005"
"2023-07-12,455.8900000000001"
"2023-07-13,233.9539999999995"
"2023-07-14,300.6899999999993"
"2023-07-15,464.60999999999973"
"2023-07-16,83.234"
"2023-07-17,290.5329999999997"
"2023-07-18,225.08700000000002"
"2023-07-19,396.448"
"2023-07-20,432.2220000000003"
"2023-07-21,334.97700000000015"
"2023-07-22,518.2789999999997"
"2023-07-23,131.7329999999999"
"2023-07-24,252.82599999999968"
"2023-07-25,490.3740000000003"
"2023-07-26,631.7000000000002"
"2023-07-27,29.493000000000006"
"2023-07-28,225.72499999999974"
"2023-07-29,82.37200000000004"
"2023-08-01,388.0779999999999"
"2023-08-02,529.8139999999996"
"2023-08-03,406.94499999999954"
"2023-08-04,374.3789999999999"
"2023-08-05,449.6229999999999"
"2023-08-06,310.0549999999999"
"2023-08-07,328.89899999999983"
"2023-08-08,535.0849999999987"
"2023-08-09,277.49199999999934"
"2023-08-10,415.52400000000017"
"2023-08-11,272.0329999999998"
"2023-08-12,362.276"
"2023-08-13,292.11399999999986"
"2023-08-21,349.1699999999998"
"2023-08-22,395.91099999999983"
"2023-08-23,638.3260000000014"
"2023-08-24,320.11999999999995"
"2023-08-25,540.2519999999992"
"2023-08-26,372.4139999999995"
"2023-08-27,305.6569999999995"
"2023-08-28,522.2649999999992"
"2023-08-29,328.3699999999998"
"2023-08-30,512.6419999999996"
"2023-08-31,431.298"
"2023-09-01,491.0199999999995"
"2023-09-02,448.2300000000001"
"2023-09-03,182.0599999999998"
"2023-09-04,340.0879999999998"
"2023-09-05,533.6919999999997"
"2023-09-06,437.1940000000001"
"2023-09-07,365.82499999999965"
"2023-09-08,427.8409999999992"
"2023-09-09,493.16899999999987"
"2023-09-10,305.1509999999998"
"2023-09-11,383.45899999999983"
"2023-09-12,559.2449999999988"
"2023-09-13,531.2339999999999"
"2023-09-14,425.17400000000004"
"2023-09-15,285.5759999999993"
"2023-09-16,605.9249999999998"
"2023-09-17,220.954"
"2023-09-18,357.5009999999998"
"2023-09-19,431.8759999999994"
"2023-09-20,600.091000000001"
"2023-09-21,383.9879999999996"
"2023-09-22,528.3659999999999"
"2023-09-23,170.8790000000001"
"2023-09-24,412.1269999999993"
"2023-09-25,294.3659999999998"
"2023-09-26,311.5819999999997"
"2023-09-27,336.0799999999996"
"2023-09-28,360.2159999999995"
"2023-09-29,411.4809999999996"
"2023-09-30,75.445"
"2023-10-01,382.78899999999993"
"2023-10-02,414.82799999999986"
"2023-10-03,344.4310000000001"
"2023-10-04,535.0469999999998"
"2023-10-05,522.8869999999993"
"2023-10-06,384.96400000000034"
"2023-10-07,322.38299999999987"
"2023-10-08,323.58599999999933"
"2023-10-09,415.16099999999943"
"2023-10-10,597.2010000000013"
"2023-10-11,529.2930000000003"
"2023-10-12,532.2269999999988"
"2023-10-13,467.7669999999994"
"2023-10-14,450.03999999999974"
"2023-10-15,340.05799999999937"
"2023-10-16,439.38900000000075"
"2023-10-17,610.7649999999994"
"2023-10-18,622.8909999999985"
"2023-10-19,560.0649999999995"
"2023-10-20,371.21499999999975"
"2023-10-21,545.5540000000003"
"2023-10-22,169.5669999999999"
"2023-10-23,573.2029999999999"
"2023-10-24,615.8930000000007"
"2023-10-25,522.7199999999998"
"2023-10-26,571.2199999999996"
"2023-10-27,919.628000000001"
"2023-10-28,302.60999999999945"
"2023-10-29,340.7289999999991"
"2023-10-30,571.5040000000001"
"2023-10-31,618.5460000000008"
"2023-11-01,650.9780000000001"
"2023-11-02,640.5599999999994"
"2023-11-03,469.64599999999956"
"2023-11-04,376.37999999999994"
"2023-11-05,401.1549999999995"
"2023-11-06,600.0349999999995"
"2023-11-07,560.21"
"2023-11-08,444.1269999999997"
"2023-11-09,632.0179999999993"
"2023-11-10,481.21499999999924"
"2023-11-11,885.0039999999993"
"2023-11-12,352.42299999999966"
"2023-11-13,503.5270000000006"
"2023-11-14,546.8619999999991"
"2023-11-15,585.4430000000006"
"2023-11-16,616.974000000001"
"2023-11-17,508.2959999999996"
"2023-11-18,258.67700000000013"
"2023-11-19,341.9310000000001"
"2023-11-20,417.72699999999963"
"2023-11-21,612.8760000000017"
"2023-11-22,489.6859999999996"
"2023-11-23,580.8770000000006"
"2023-11-24,415.23399999999936"
"2023-11-25,354.8709999999997"
"2023-11-26,384.15699999999936"
"2023-11-27,277.7679999999998"
"2023-11-28,614.2899999999993"
"2023-11-29,431.47499999999997"
"2023-11-30,582.1770000000001"
"2023-12-01,536.6759999999999"
"2023-12-02,0.116"
"2023-12-03,379.187"
"2023-12-04,460.2820000000002"
"2023-12-05,645.611"
"2023-12-06,613.6560000000004"
"2023-12-07,632.0540000000011"
"2023-12-08,515.8559999999995"
"2023-12-09,303.21500000000015"
"2023-12-10,349.5580000000001"
"2023-12-11,461.84499999999986"
"2023-12-12,607.1130000000003"
"2023-12-13,513.5259999999997"
"2023-12-14,661.7919999999998"
"2023-12-15,501.8039999999993"
"2023-12-16,246.90599999999998"
"2023-12-17,301.30799999999965"
"2023-12-18,452.6039999999997"
"2023-12-19,606.9609999999999"
"2023-12-20,542.0610000000003"
"2023-12-21,549.8780000000006"
"2023-12-22,308.87600000000015"
"2023-12-23,677.4020000000006"
"2023-12-24,286.7669999999995"
"2023-12-25,408.78599999999943"
"2023-12-26,614.1830000000014"
"2023-12-27,501.8809999999995"
"2023-12-28,574.3579999999982"
"2023-12-29,447.68399999999986"
"2023-12-30,282.46299999999997"
"2023-12-31,399.6079999999992"
"2024-01-01,337.1409999999991"
"2024-01-02,580.0939999999991"
"2024-01-03,551.439"
"2024-01-04,605.8160000000007"
"2024-01-05,605.957"
"2024-01-06,456.6879999999997"
"2024-01-07,417.10299999999944"
"2024-01-08,325.0559999999996"
"2024-01-09,381.5809999999999"
"2024-01-10,269.16499999999945"
"2024-01-11,414.58199999999977"
"2024-01-12,336.50099999999946"
"2024-01-13,297.34800000000024"
"2024-01-14,331.48299999999966"
"2024-01-15,399.823999999999"
"2024-01-16,426.00800000000004"
"2024-01-17,322.877"
"2024-01-18,233.93800000000005"
"2024-01-19,43.281"
"2024-01-22,284.18299999999994"
"2024-01-23,240.57699999999943"
"2024-01-24,275.4070000000001"
"2024-01-25,50.630999999999986"
"2024-01-26,70.06099999999999"
"2024-01-27,126.27000000000007"
"2024-01-28,432.7119999999996"
"2024-01-29,341.86799999999954"
"2024-01-30,243.65"
"2024-01-31,234.3789999999999"
"2024-02-01,380.3570000000002"
"2024-02-02,450.39899999999966"
"2024-02-03,277.28899999999993"
"2024-02-04,398.42399999999964"
"2024-02-05,590.319999999998"
"2024-02-06,793.1689999999995"
"2024-02-07,399.82299999999975"
"2024-02-08,234.86199999999988"
"2024-02-09,354.9540000000001"
"2024-02-10,399.1280000000002"
"2024-02-11,462.44899999999984"
"2024-02-12,357.42499999999916"
"2024-02-13,537.6629999999996"
"2024-02-14,256.23799999999983"
"2024-02-15,463.9249999999992"
"2024-02-16,345.7639999999997"
"2024-02-17,462.58499999999964"
"2024-02-18,390.6500000000004"
"2024-02-19,503.36199999999934"
"2024-02-20,411.9939999999991"
"2024-02-21,448.3259999999994"
"2024-02-22,433.5399999999996"
"2024-02-23,438.867"
"2024-02-24,265.71999999999986"
"2024-02-25,347.5549999999991"
"2024-02-26,376.23199999999883"
"2024-02-27,484.2159999999995"
"2024-02-28,482.65699999999987"
"2024-02-29,437.7749999999997"
"2024-03-01,493.737"
"2024-03-02,388.2109999999996"
"2024-03-03,619.8799999999985"
"2024-03-04,463.9439999999999"
"2024-03-05,684.6320000000003"
"2024-03-06,456.0690000000002"
"2024-03-07,435.3789999999999"
"2024-03-08,436.82599999999985"
"2024-03-09,391.04100000000017"
"2024-03-10,379.85599999999994"
"2024-03-11,480.0339999999999"
"2024-03-12,595.6240000000004"
"2024-03-13,526.6499999999996"
"2024-03-14,469.3720000000001"
"2024-03-15,448.4700000000001"
"2024-03-16,446.85299999999984"
"2024-03-17,413.3580000000001"
"2024-03-18,443.2810000000001"
"2024-03-19,584.7669999999996"
"2024-03-20,389.4050000000001"
"2024-03-21,601.5940000000006"
"2024-03-22,500.1859999999999"
"2024-03-23,311.01299999999986"
"2024-03-24,304.10999999999996"
"2024-03-25,374.0270000000002"
"2024-03-26,616.157"
"2024-03-27,543.559"
"2024-03-28,439.93300000000016"
"2024-03-29,512.4319999999998"
"2024-03-30,398.6089999999999"
"2024-03-31,385.605"
"2024-04-01,523.7959999999998"
"2024-04-02,568.9180000000002"
"2024-04-03,466.48599999999993"
"2024-04-04,602.4070000000002"
"2024-04-05,396.72900000000004"
"2024-04-06,283.201"
"2024-04-07,380.878"
"2024-04-08,506.17400000000004"
"2024-04-09,409.45400000000024"
"2024-04-10,126.74700000000004"
"2024-04-11,507.78"
"2024-04-12,373.30499999999995"
"2024-04-13,367.8359999999999"
"2024-04-14,488.8990000000003"
"2024-04-15,594.9729999999997"
"2024-04-16,578.456"
"2024-04-17,483.25999999999993"
"2024-04-18,403.89399999999995"
"2024-04-19,480.48299999999966"
"2024-04-20,397.68000000000006"
"2024-04-21,256.808"
"2024-04-22,535.1960000000003"
"2024-04-23,335.04599999999994"
"2024-04-24,410.987"
"2024-04-25,508.82799999999963"
"2024-04-26,642.3269999999999"
"2024-04-27,506.7210000000004"
"2024-04-28,363.90700000000004"
"2024-04-29,450.8889999999999"
"2024-04-30,380.663"
"2024-05-01,375.9829999999998"
"2024-05-02,492.8770000000003"
"2024-05-03,473.6190000000001"
"2024-05-04,292.7799999999999"
"2024-05-05,206.921"
"2024-05-06,586.854"
"2024-05-07,680.9820000000001"
"2024-05-08,434.0019999999998"
"2024-05-09,401.2249999999998"
"2024-05-10,673.3499999999998"
"2024-05-11,344.4080000000001"
"2024-05-12,301.2169999999999"
"2024-05-13,328.78000000000003"
"2024-05-14,376.5539999999999"
"2024-05-15,679.7920000000001"
"2024-05-16,433.78599999999994"
"2024-05-17,398.87399999999997"
"2024-05-18,629.2010000000002"
"2024-05-19,300.13100000000003"
"2024-05-20,410.27900000000005"
"2024-05-21,381.696"
"2024-05-22,505.1709999999998"
"2024-05-23,483.91700000000003"
"2024-05-24,495.8390000000004"
"2024-05-25,231.79699999999997"
"2024-05-26,358.568"
"2024-05-27,509.158"
"2024-05-28,493.8960000000003"
"2024-05-29,497.2130000000001"
"2024-05-30,396.768"
"2024-05-31,435.4430000000002"
"2024-06-01,372.02799999999996"
"2024-06-02,467.83899999999977"
"2024-06-03,443.4180000000003"
"2024-06-04,609.9189999999999"
"2024-06-05,184.11300000000006"
"2024-06-10,457.4599999999999"
"2024-06-11,362.3160000000001"
"2024-06-12,419.0529999999998"
"2024-06-13,165.55599999999995"
"2024-06-14,278.4380000000001"
"2024-06-15,599.092"
"2024-06-16,57.416"
"2024-06-19,267.859"
"2024-06-20,34.644"
"2024-06-24,418.15199999999993"
"2024-06-25,488.0750000000006"
"2024-06-26,146.131"
"2024-06-27,264.16000000000014"
"2024-06-28,75.34299999999999"
"2024-06-29,5.924"
"2024-07-01,574.3600000000002"
"2024-07-02,36.565"
"2024-07-04,313.29899999999986"
"2024-07-05,409.70700000000005"
"2024-07-06,417.3800000000001"
"2024-07-07,230.86200000000002"
"2024-07-08,684.2550000000008"
"2024-07-09,433.734"
"2024-07-10,48.266999999999996"
"2024-07-16,433.83099999999973"
"2024-07-17,267.68599999999986"
"2024-07-18,504.79699999999997"
"2024-07-19,584.807"
"2024-07-20,611.9949999999999"
"2024-07-21,76.492"
"2024-07-23,340.08000000000004"
"2024-07-24,778.273"
"2024-07-25,364.22900000000004"
"2024-07-26,554.176"
"2024-07-27,662.4190000000001"
"2024-07-28,515.8919999999999"
"2024-07-29,263.1589999999999"
"2024-07-30,434.70099999999985"
"2024-07-31,438.8529999999999"
"2024-08-01,492.35600000000017"
"2024-08-02,355.5680000000001"
"2024-08-03,307.65299999999996"
"2024-08-04,547.6490000000001"
"2024-08-05,374.40499999999986"
"2024-08-06,483.7410000000001"
"2024-08-07,498.0900000000001"
"2024-08-08,320.66599999999994"
"2024-08-09,258.2009999999999"
"2024-08-10,414.77999999999975"
"2024-08-11,533.498"
"2024-08-12,215.969"
"2024-08-13,414.85000000000014"
"2024-08-14,343.6579999999999"
"2024-08-24,301.811"
"2024-08-25,177.82799999999997"
"2024-08-26,212.30900000000003"
"2024-08-27,406.205"
"2024-08-28,360.04700000000014"
"2024-08-29,333.00600000000003"
"2024-08-30,392.0070000000001"
"2024-08-31,403.63600000000014"
"2024-09-01,232.91999999999993"
"2024-09-02,432.082"
"2024-09-03,398.53800000000024"
"2024-09-04,445.2319999999997"
"2024-09-05,405.6569999999991"
"2024-09-06,395.731"
"2024-09-07,276.20199999999994"
"2024-09-08,393.2069999999997"
"2024-09-09,356.2960000000003"
"2024-09-10,327.85400000000004"
"2024-09-11,445.8110000000001"
"2024-09-12,301.21500000000003"
"2024-09-13,309.721"
"2024-09-14,291.9170000000001"
"2024-09-15,626.1440000000002"
"2024-09-16,163.74299999999994"
"2024-09-17,458.89699999999993"
"2024-09-18,200.0680000000001"
"2024-09-19,417.037"
"2024-09-20,373.00699999999995"
"2024-09-21,259.03900000000004"
"2024-09-22,423.4329999999997"
"2024-09-23,404.2319999999999"
"2024-09-24,532.5590000000002"
"2024-09-25,467.9390000000001"
"2024-09-26,380.0599999999999"
"2024-09-27,369.706"
"2024-09-28,384.1129999999998"
"2024-09-29,366.307"
"2024-09-30,528.0110000000001"
"2024-10-01,537.6889999999997"
"2024-10-02,585.2319999999996"
"2024-10-03,557.7689999999999"
"2024-10-04,679.3249999999999"
"2024-10-05,557.9129999999996"
"2024-10-06,296.5979999999999"
"2024-10-07,364.14799999999997"
"2024-10-08,650.793"
"2024-10-09,605.2780000000001"
"2024-10-10,605.7559999999999"
"2024-10-11,450.677"
"2024-10-12,286.877"
"2024-10-13,437.5560000000002"
"2024-10-14,527.1780000000001"
"2024-10-15,591.0440000000003"
"2024-10-16,491.3850000000002"
"2024-10-17,564.2599999999999"
"2024-10-18,545.5260000000001"
"2024-10-19,323.81799999999987"
"2024-10-20,387.9700000000001"
"2024-10-21,471.97999999999996"
"2024-10-22,644.7590000000002"
"2024-10-23,601.581"
"2024-10-24,435.2870000000001"
"2024-10-25,360.82"
"2024-10-26,559.0439999999999"
"2024-10-27,356.9960000000003"
"2024-10-28,443.3089999999998"
"2024-10-29,474.889"
"2024-10-30,617.2790000000005"
"2024-10-31,390.4050000000001"
"2024-11-01,561.8090000000001"
"2024-11-02,383.24800000000005"
"2024-11-03,369.84400000000016"
"2024-11-04,472.3179999999999"
"2024-11-05,630.7950000000001"
"2024-11-06,487.72700000000003"
"2024-11-07,583.1160000000001"
"2024-11-08,538.3510000000001"
"2024-11-09,407.3269999999999"
"2024-11-10,415.2449999999997"
"2024-11-11,453.40500000000014"
"2024-11-12,527.366"
"2024-11-13,562.6339999999999"
"2024-11-14,436.26500000000027"
